signature,sent_slot,confirmed_slot,time_to_send_in_millis,time_to_confirm_in_millis
4o9YnVKgdLN4vxQAEkJbiPERhBE3epCsuS2bMUDniV53T8bGabv7GLqU6RwG5WrEvAB5Fn2BfthQwaNf5NtYmt9Z,232085,232088,0,1747
36ZxUypmdNfcomkN4xUkD51e1eAzA2DsUVzoCu8MnFyw3ZpwaNJQmN79AyWEPyJoL98o1MDgz9kccfNMSHjR874k,232084,232088,0,2083
3hHSiYJER1sw5jnGYdQZrMZiToEaAWnnLFMSVVNG98r6CtCV9jykFUXyEATTbHAoTBJpP6mEH2XgoFMhwtvEd9CK,232086,232089,0,1823
4vrk9XM7GL2rGHweP9mKCCHadNtwFrZZe5aKFKcg8JgjqiaQpJJDWBbg4gBUo7oNHb3pHEAeWTqyxgE44j2d9tD7,232086,232089,1,1658
3aw5M2kKyuKcG35shNEUpHwEYNU5ynPoqAukiDfyhta8q8Awbor2PJJg9weSK5j1oznKsJfrYvLmYtG2GyYuvX2t,232086,232089,0,1680
2W9bubSBiAg1rkQNDR8BRUFNqBheJ7iLNjdrEjLuGqxudLoZbMxwUSGUYsuttLpMhoPSRAjmBs7n3ebcf5cdkFKW,232086,232089,0,1729
3yENSK19z2AYknmucrMmkexhgVak8X83tvcv4stC4JYDK6MgnpymBAFquMCmceU8a9EKwPjJK4XXyLQZVcfmDYj3,232087,232089,0,1361
3xPR8y7UVDArRaGV4nHnPGaa3bbZZ7pWdaRhNPc5nYnS1jGjnMTXERC6xzDRPLtYmc5GwGUyz6eHi2gw9DUaopi8,232086,232089,0,1748
65Xa1grk4JcMH2S48cp9rpKP89V9S2iQcrELSktxnbfCnXr8YunqcFrqiyccxJhhzYTxsTsKXr6CdP8YF6aiS8Cu,232086,232089,0,1870
VYz6ryh58fP4gV1XyGi38htvPJ9jccGcKGGuuooZuBTeWFSstEbGq77qgWT4ZyHTqh1PNUWaHyjtz3hVM9J8Fko,232086,232089,0,1799
dRydGNTKwTtgXejnGTtYsKMhTMwaJkcwRiL8EadvwHfxwe7fkGfkaGFj6Y1pNgLnW3fvsN2v7KxiZUVAeo5btpn,232086,232089,1,1827
2KMpD1joJCta2s2wKBsHvRKzrjNEE7XKuYuzNLgcsw3Sfirydzz5GMfGt1Gk4yE8Qtp5mZmkRffHbkG56tAWwAtS,232086,232089,0,1809
3vxdmNNhDa5e2zzMTeFdBxe8KXmoUyXKjchdiQDfWmDT6xmXZRjPVtjMjrbKvByouFr2ZZNPVTdSnYrUvHxUWGyX,232086,232089,0,1744
uGsm6QVgYVPajbAh1rJApLNP1nC8vwyBRHc38oT1PZx44r1ypicwN8TQubQTJeDtfdBn3asbN89gt3FyVC1v3ML,232086,232089,0,1749
Fjwb5RFPcxWM8gRomsDsvgYnsXmKmUS42DcsM9muybP6xjhyf8j7Fc2kWEYLMz3UjJfNmNEQDyyBiqEdJP2pmZo,232087,232089,5,1562
ehhuwzjnCgPjezbY4xCVTXtzuivGNW7a4YYhaBtjWGygADQqsngDwr23NvXg2oud8z8PzEJJb68LmXTvyB2i4BS,232086,232089,0,1758
3bYhEffeth68j4HWD11DdyTLVh8PrBCMApzGh9fRERz5dw6ShC448t1xUnPef61S44d6ceeL1voi8kih9aJYt2r9,232087,232089,0,1454
4T2xP4fxbaW5tWyNeTNZpp1k9i4Cy39FeuGokp6haiM1ieoMgCjRrmVwEUTqmYJi2faAq5TCTmAco8nfTKW593jN,232086,232089,0,1824
2HLrLnij5VdT9Q3djUFdqnnRyYv2G7nwYqnppyRtt8iRVfRUwMVkovwTkPp3T9XUMSMjf7D94bJn8d5jAp5uatxx,232087,232089,0,1555
3BALokXkxdfxnfaa7SaRgHJHPsdMnRXzjTtignKbR3kYSz1LbPytaa1k8aPqQvvCw41bMVpGZDw7r5tkskXuwwQD,232087,232089,0,1351
3uFPTyrNGsnB8VkF3ggvH5PdRkZocArdZtdh5y1nVgNRrpz877vYQxTV1GRbkpRfV8yegr65CMSj3vWPMq3r8vrC,232086,232089,1,1802
2ZZU4d7mmCR6Qcq4faUiRDsDQwXqfjWKedDArQmaPCDd1crcWK7Ww6GURmThCXvqGqbmebV5jdaLyXHLMQdrqX5Y,232087,232089,9,1363
4L7WwXK8yj1BR84UgNcQEaghEjtAxCU3k3EBxxJZho6Vqnx2nnH4cpCJCn25pZVr4165gmUwNCnftRWFY7rwbKp,232086,232089,0,1743
4MxdfYXEZFN1sBfD8bRxaQT84pXhtaFbrQBWKxjjrvaC2J73RC5whS5GFThHVkvC8JAoxfVz78qAj1wV8kB3wS7P,232086,232089,0,1782
2aefRuXTaotc3nJFbr5x8uwZYAVEiD1f81111wXoYvCCFs53hBrPuVkq9qFdDLQB6B356isfCgJ9chDa6GgXaPhz,232086,232089,0,1743
3Xv6x7xPfmDEGhNHGHTDNFEC3LL41XdEHUqn9BFbjkeCMQrzD1kxLxC5YoPvLUr8zXwRgn2VcJCz4QhEosDXLqo5,232084,232089,0,2819
2rYb3zgRJsMBnYa6QKeA3szu24GDs4z5hJfAhshKS4wjFUSTwdFvDaTRg48e5stc2B1whV58rW9CXfp2EdDF1Ta5,232084,232089,0,2727
Ssu5q6yXpiNB4jx3Acb6dwBfGdEKq85cbQvfUxoVqEKMDPo1wWWkAcq7ozYUcJXevY8w1bmujjJEwY4aSBiFQ5b,232084,232089,0,2679
i9sLFxUwo2hfCuPGyC7cYa91sJjXNvGGYCCoGDtk7dYjrbv3MZStaxTDc3MmRXTCn5D3GdSsovXcKMh9fmSFaCc,232084,232089,1,2812
HXJWWsuQBv8EicXJSEQGQyrjFamrkA9R3gpZNiux5WJpeV48ujC17SKnis653VLQbtj5vTkFnptyeyXEMWBEiNy,232084,232089,0,2766
32kqCGZSuZNiiMWL6UnnLaZx4QYYjB6S3J5MD2k8L545kQkgUf78mDVfRqEEKdaaTrSH8YiofR3GUBjthm2QDqQg,232084,232089,0,2765
47pL2ngUMQCMEEdkp2z2gKAurLZA9X17MnRoP3F3q7JkGnugLcqnpPMLx1xw1fDUYah1uMis7krFTSYReZzkyj3V,232084,232089,3,2792
5GMfJ7YCodGThwsjcR2JGsnRc94BZ9DqnFgcZJtCUcHoUDDT54F2UVTQoTWra2zAM2UisBexmpzvZDUu8Yj1ArFA,232085,232089,0,2497
3nPPsCHeUgJJ6tStYoaTo9AwwE3n9i7iZ4vWoSsbTRE7PJ8fTycjNHG7KXnM5PtW5GUmU6deP3ksEP11GaKptash,232084,232089,0,2722
2uQN9MEs8GeQiMb4mSd9Xoop9dZRR24bouXURdT4rSg3JT4EiqUUfUjjoiXs9tSrVEVMjGa1RBGD4Gt3n5yqw7Ud,232084,232089,0,2610
5znQzASURU34YYhjLGo9nbFexqb7J7V2s1PftLAebxsY7pmpWnNdiXeb7VMV7fiVTa5JnG5bsgpuXGp3hKM8bCb,232084,232089,0,2756
3wjde7RhNFmw66ABjKLCMpHh29qVTrp9jkkvsCxgDVDb91CSXWe7ZzLjam1AS3dQGwxT8C2o3LGfVJZgEC2GJCY3,232084,232089,0,2756
4fDeufUbGGTHzkqvZWexXHW4Dc4QgtjQM3xwXNHpEVPXhmAnZd4KjDAxHECDAzpRvqDNCAvzRq59PcvRtc9N78MC,232085,232089,16,2386
GzLdrhFu8QfVCdime9TzZqDAAP4CP4xmTMa2SsnTk3Ax6BQHoCNMn92E6bg9QEDfHrWWQD5PAztp2jK8r3Nftxn,232084,232089,0,2823
58RtHqgSKhfvckBmhNQWdoHpzpZkVno7ZNYmzTrZMji8QXy7wsuXPytsrHcnjd7MoBKBgd7hzPobsmMHWS3J8f7t,232084,232089,0,2606
5ntVAqwNEphsJrAGkGFmk3TwZ7NesGHjwn9cWpgENWNdcbipeSfY6BU4Q7ijLdaEhCLvyw4QJNCRaUeGEBaCXz5c,232084,232089,0,2729
2zhZn4a6SmA4tHgwHNGXgFuS9V8mBFnaaqWBYdUQH7etxGkhqZajH12BzLaif1CBdC3jXcwP7k8eSmpyhap7pWMJ,232084,232089,0,2822
65jwFfRTyDwf8yXG5DCYG7JC9swREndEHRX7b1f73tQ7P1BkKnK4jCJHdpYF2WwtafAKpG4chMriWh8EVNaAPF1w,232085,232089,0,2493
4W1GYqh62Na7Gfby7kGDSmyVWStbuAiNbHSBpEFv2qPaSxpgsuxr7EPfC6cfMWLzGzVZWK5EvKbKAcb7jFj2hjTe,232084,232089,5,2701
4d1tqcX5HNNUcQgu6UeqTVQ7LccuJtp8vytJojZdU5jp57KyNUpJ6BVYdxS6WY6413EEqWCFuoL3aVeWg1vqBaYm,232085,232089,12,2595
4eExVPAsnbj3UQRuVM93dNbx5sBXfAWpTXyqqFmWbwvxbsxxvNfhEQ76Ba9WU5H8DNup9mZKZtnb4X6tNNAc4wBZ,232085,232089,0,2403
3NBcUqTyAZ2ag7oWKyUGioxLbXJfbvJozg6ibVFjX7zAoW8g1NSZY6vajw8bMXKmXVd2EW79sCiGNaA9AVdiCRwa,232084,232089,0,2713
3Mv7NmW4rbfUV6PL7dWpaQhcu9egCpPhL9vBaTCkEjPJwoDsHqv5DX7aFftfHNdCMEG8dBKZgTvhep3yFFnvYzFH,232085,232089,0,2406
3P4LvnMKprMSvd4wC3zD27Fff3qnqxFEb2ShVB6YUnZfTwk6aLw7dLRK9rF5hMAmXvWGjmJzp6ZVDvmVBkhCw4q,232085,232089,7,2384
4GeHWvqRLUBNsdxosPfF6V9tfExyqvtPvbvWvwQtU6QHsxUAudkWVg3x8aYidKw5RLUNNZXC7RfnzzBqcNFegaLu,232085,232089,0,2402
4Ki5ZYvdNaZZ3bky2A5ZHuxwLfDBZT8umDjWaAyuXKwCBPYgwaXFQACAEdQTuCe7uAVRSLXoXGsUEwCfcUSo5BKs,232084,232089,0,2790
4eAWPss5H35noBTKBPoU4pvaDPDsTPS2zvDL3ypNSNV27gVpcF6cYTYge8sgTmn7VHTkkGixQNwVbW2PcgjV9ggw,232085,232089,0,2404
3ZypPSoZZKx5BRhPx9MFnoH4Yby7aJawmEXxnXqGCwz6xdZZQSMQzR82eyX3Y7LYqSKN9yaBvSrhom2se4oHzofE,232084,232089,3,2754
2d9QE4BHatp7ruYrMEb6gT2gGuHqf86s6kehiiwA6xMZus1SvyFqjRFar7VSSJ4ohWMPduacHHxfvmYcB9ifrMsz,232084,232089,1,2665
7NyuQZ43EUk5qKwYRcjCuWwTR5voHtitRDd9UPWTrTzknp8NUoBFfqdT7dKRbj8PgQqqcmrcWamJxq8oACnHEyQ,232084,232089,0,2760
3wpjZmLsymYeBFcY9BSH9x3oFzNvkTjxNDUf9m2DiUiC2CP6KZqv6jJew1zY15BFnmJdsw62dkDMUUmr431B9XXW,232084,232089,0,2731
2Qsoew86qstkpw46ZYcsAYeKvdGPEhTapf8pEMkpKv5hs8toKQVDF4PsCtYJ9vDZruhQ2A6dqDPjqo3Q7QBqPA2P,232085,232089,0,2500
5XBEvrjsa5azc9gN1pss5jwXbVYgVPJ8uigrfh8psRpF9EciM6x4oyHfPjChzv6nC6dhWfAT1E7UXe2oNGcWGbzD,232084,232089,2,2819
JnBczsGAERF75YgQMRfEVFiArvM3fmi46BYpw8Fsd7PBjfCCEFsnntWo66pgk8TY6GuJKQRHfbRjcaSjZRwEzRf,232085,232089,0,2509
917aRM6r8n1LXhB8VCmg4qTUUBL9DrpyVhZe1F6b5pUr2Rb2LFRfHr4hkT22UURm5uL2VzQqLTe4bErPszvAw83,232084,232089,2,2823
5Q9H8JzV1rBamwncprc9xS13cRgVMT7647gHZkbmjPZVQM4yr3JCfzRcP1YLS1JSUVZ6qTVEEdRqJSoi79YiPuiB,232085,232089,0,2495
29kx5dxQDtEXhRFzoKwLzFs8CvRrgKWAka3koyi8dWAPRT5oQqB7nQQ1F8D1YYKRMuhSGKDSr7QNKYnQfDQ9RfvC,232085,232090,0,3016
243giaW774JjJ3iebUc8nMvRt7eFTxT1gHpUx2ABWuwHsMzSofHibvDujtpD7NJ2P4WhFyrAK6eTG6sMVVyVzBE8,232084,232090,0,3219
4ivN7MY51kYc1wDWNk6684sQwi4Qj8Cn2URTxUA8tqH5M2CEEadwrivmb6Dh4GyUecYbcGKx618kdtphx9zQ7eQU,232084,232090,0,3208
VhBwi8znKi6fewRJiEDKkf5RRVALfXXCx4Nqtey5AumgjGuffbbdGguGJLnngT1gURbS2rXxP7Ga1qB4MXYn7z8,232084,232090,0,3216
3BMT86NLCju4MyeJjg51tQVtufQ1xW31hP5Bpwh4X9KBcpBrTHL1KbChR1N638TBU6co8wYG5B2pnRfv61JkKnTj,232084,232090,0,3207
2U27NKG17enaAzutoCy5zU3qWsWpfJAUvobZbXHvXQW6TE3J8MVFw6UuBNmY5Y77xDHcf4u4iEFmmNoeTyYLBT25,232085,232090,0,3015
2ay6dk9dUVu54ijeHgEf6XcpLZkHJhtgCGhY2BcoAwD62k142GLdtf92fwjPj9ugzQaeCbPbzJ8z9SvCmWjs8t68,232084,232090,3,3262
4b4C4gfTUof9mjpGR2ck2KzXKijiTSWq53q3qDpdEUvBYWXcPmpcFtafrWc3VCKdEWDNccgYQqvfZHyEiHJzcDrK,232084,232090,0,3290
5tFSAg5gQGzmzmpcCNzzAdSXmYMJSk6eXRa7tf5A8XsMwpKrRGzyfmKATsRtsAwa8AV7Rge64naSzchonqqj6zvW,232085,232090,0,2893
4pmumGurP6c5h4Rvck5f6RmzB3ieCswAQt4XyVVSE3fmSYYAJXEnkJRTbn5WaUHoagc6h2NG1YkHueSTASyzKgwk,232085,232090,0,2986
tM4zP8ypfCuTyZKDWHtwKamKkvcfSFW29ncs1JRB15W2Zy2gpzciAAFNEJ4rSS5skjXaMS55YH7VevkoEZJkiUV,232085,232090,1,2871
2g6y6SvSN33hbnabpK9oRXPLQhWhFT4Mg9b9yDBL1CtxDyRwGSjFR3pac85ok9T8S2B9Jvq6nCkaNvN2kuBJKpHh,232084,232090,0,3157
5AU9qxhsMiJUvPYWz8uvB5YNzKoj3bFao9ECfkibBqCQkKU4rWgWr5N6eqSEWtAbWiqzDsvcPADvs5zSUf8CkuJQ,232084,232090,0,3225
3BMW5NVZB4uz3FvKATPmUWh5zG4Mq7X2r641ZAM9YTzcYYH5qg2y2PR45CKtPdMEzzyyu6xbbkh2bhxELGS3jD4L,232084,232090,2,3255
5oz7dKgwC8w4y7KkY7fGbEE7ucg18LxZ4WUa1VrRWXofotPDoEx29wPXkGGaifFQvodzjVpXRtvxJYqBJu8RPj6g,232085,232090,0,3042
o15NFQEsSVnZ4Rvo3CZNYNmkjx6pwsCEigFWbYrpDbxGvbjzCWEQCazVVkCGXLNAhuocKLsea3Bv4WS1qrCLpYb,232085,232090,0,3018
4Zd6VHtDcFCxx9x3CtizpJjpi9oKDRL6tgdDGReHg6PgSQHYdSAmgEQFAjBLvaTkXcQpitjaUZvCpM4TPXrZZxPq,232084,232090,0,3276
4KMM3hBDj3QmeAtD6emkAPJch2eKu8WTspZeAjtJ8u75M6gxUVGduY6tK7cFJup3HYDFhWP84V8CLg9PxnwnWWN,232085,232090,0,2865
2QKDH9xFWVxQ6jEeNgvov864PREtgwRWErBLebfq2jBnVyyCyhuD9WVyVbqkVYssanL9i587tEZfBEYfe67cj9J,232084,232090,0,3277
35jfzJpiV7WvNUYXeAit8g2gB8aP267szeVPyvLgXveKPVLXAhtSCjftCnUTbGePf56AZwyRE6DxJz37Wk4mvBLr,232084,232090,0,3207
yVK9JEdZEP3Yc3jE2j5VcJ71ycwkGmTVw8Ao3mewbvoxLJLydMg1mEhs5NbfEi7TEXAc9EvMbnTx5WihQkSRQDV,232084,232090,0,3224
3p3kxgxac2isLh4GyojgKZdkWTqWDamXEnvMVvbBVEdg74wf6PgUwSPPBSVG8V8gaQP3qbV1W7sSz7YJG69uwYUY,232084,232090,2,3270
2NKt7Cw4DPeJWcmbSBdsexa7LVxZm2ncTGaRNwU8LdTiYutqUGrjp4oA7RSmRnfuco27JehNCKA5ERDBoJpSjxM4,232085,232090,7,3005
5WhfP52MPttCcnjTGUWHpDG77GLGqUXF4Y8gJSXUV6yAn95KA898jPezinj9yJmqHRMpPZVe56oLqyoq6cAQq6Vt,232084,232090,0,3224
2e9BAJLn1nL2VGacac3MzJdrqqGeQVXghfSafTP3kKpQnrVDXCGJLkKQV9yEfQ8RS765iyLh6A7cZA8oTghYk4rP,232084,232090,0,3205
3dN4veaXcdtVJ6HfMCxCMEHaqmpy139J8Ci2gPmtfBAyVpxPNFRfqcDvwSciwfeifyFKBCRfttjLsyUkwqY35GX2,232084,232090,3,3255
5LkRQDxcm4FXzUZ2hHYfsUQLySbUWw7hx9a9pMSprpiCpRif6AXznNUDwiz4gRokZG6JJdSL98zgz1Sqa9pS4aGF,232084,232090,0,3209
2Tk8Ebcn1RgNJqPXnHuibf4Bha6WuHpiHKtYsTqvQ9MUYs866Hptqz19QpwihGPPSebzxoRR5efkXUjtjFzFM7Jp,232084,232090,5,3196
3Cnq5rojgiFetPcSK7P9Y1E2Fqm6XfFtcw4RszxcE65xAt2HCYqrtpxbBs4sSc8L472kySujYSZsd6ifck7ZmYX2,232084,232090,0,3270
4tDJTXZRLMZExqDebpRNjLy5jw6vcAdkMYSpW5R1um1tPY1o1uM6Q6ABky6qUaiPKuYBx5tcCarrfoUDyVRwh7jC,232084,232090,0,3193
5FBGqRTTxsAvESNQ5xCRuzAjXxr8oicqAidKT7G8LG3DNebU8Z7qsskv6HG1yjz6fj1Nkft4HbnbD94Q8TzCWtm5,232084,232090,0,3210
YScyvxG3YKw64QV8XurtzTyPtinScLNSS4zaLr76AtcSBapyEPewjLjzesmK3Fu8zS3KY8xUbRLuqLu11Pa8pM4,232084,232090,0,3221
238R4L5YWpaWtptPLoFkzvGYR2m1yEe9u8xubdahZ8veG8FJaoh1nNxTvuqj4UmtjdkfNGqodLzHdVVYagSYAUgi,232085,232090,0,2976
2q2nN5Yv13jQsVdJoJ2NEW34HB2e76D6WHKpWCibJG1hpH97Fb7h7Zhb23Zt7oP9cSnvtDsFq9VDR64hjX3MABAh,232085,232090,0,2975
4UnF1nmKf8uBFg5CzZQkXcTgvLWyDefAXTrEHWBt58YaPyafTgLxz4mrHhrReg7Z3zZX1g2RzGkYmUV1vmSU2VU7,232084,232090,0,3267
42ERN1sT4fmvRQikfFafbct8TTkiCGPZm6twzSS39m32R5gB3gJcBN45okhpLNz1B4rzcUKXyxcwwMturL2G1J4m,232084,232090,0,3202
4WaXX87zqri3k59GpUqGdm1qFWQ6uoJcdRneyASLDZJtFRLmviwbAgkhtHa4GnzZ2yJMgZmg7LcrQx7amVPvUyuX,232085,232090,1,3050
3wTySvjVH5fPTV3PTrBqKAvofgD4HhMc4C6HwNcJAzuWM8nnij3M6z9oD8BCXSQz9cvUUdmvbs8r7cYbPxDNAqUw,232084,232090,0,3219
2bZsVbyN54cSHuDEnW8NuLpMyLG1oQwL5utuzNibX86UuDbHPFRj7PkT2j6yLmwgbgPUdqjFwabVsQMg45Ex3J2J,232084,232090,3,3295
KdP5cWFVYRDsFRXchrm6RH8WnzZvcSZwZhZfT7FVH8RBjxzN1hSCKhAUB8dQXmZHVC4bpaabtbh4zi4p94N6g1U,232084,232090,1,3207
nnxKJN1uaGsu3TALim3zC25SzZoK8UfFcapPWFH56vu5vnWhCQnAyeprmt6RfjW1urRWiyd8WaPV9N4i4FryPhN,232084,232090,0,3156
2RoSFpuGMdfp2arpm41LocUsh3mRb5PTt79WLAEtNdhfFbkfB93rSskfCxrwAERQrwxiNxWWFgC8chKAzQB41Gw6,232084,232090,0,3274
66XR1ihvZpeM3HKkoW1RuyeEiJUo7GUccnytQVkGyGzA7emKpupB18PWGXFVjYaRwhaovqVS69n7aBycF33n4Lrt,232085,232090,8,2933
21NEu1e5dwEQaMgYXneUmDE6DGi1noqa2u5tBVF5VJgG3aT3qXr4Qp3LBQ8H9WpRJ2YXKub6645CRk58NDq4tHvZ,232086,232090,0,2160
5buNiqdVHQ9Zmgijgrxe49k6oZTYm9wYjWpAYNnNRhn2fRNYp9cgqn3Uv3xTryoH9ZWYxNDwzbS9zzaxkaZrSsZ2,232086,232090,0,2349
6723U26UboAjY5XKhESN44e6DqDbvcWLELecV3c9vkEKapTvJUawPWio1YznASGDN9PUQQN1T2b9T83evedQd6zS,232087,232090,0,2062
5WtU1N1VQFP2uenR22PXpPBfbyn79EMZnex2VciFN8MB7W473Wdh7f89kz4dTEAjYbZVrmorK96YanXiiwqhYrpi,232086,232090,0,2325
3yuSCoWYoN2iGFKcmJtsBTNDYmii5DMJ6uaYBY2RyEwtaJgT57n768ZwdyFLPLDY7SSDGjbrLDmHbebFQtCNMoP7,232086,232090,1,2351
aJcHqd3MvciSDeNxpNKHaZHULfzMC3Edv4FQM4hHPyvgSXxnZ5sh6aYvbrC9mXELJtzUcj9THc3coBv5Hc6omLn,232086,232090,0,2299
52YD5oZuzZC4a1eo62rfe1UTzaGJDpYzy5j3ceSBCBPPQm8vXfU7h9tuvce5zBP9RNNW7GK5CASBbQyA4wWEW1su,232087,232090,6,2019
4EJCLvTKzhimy8rqyF5zSJCGgAAteGhFLRvtt6mrJQxjHfhxGGQUyjEB7LvbFcDq6zawn6S6ce7mXKiCUjjd9iVe,232087,232090,0,2035
4GP4XV65xikxdhKYrisCUNYU28d1yUzTuWo3th41RNQjm2v596cidWM6kZVsNWChHPsNXjAEcfsuuXRccZfCmJu7,232087,232090,0,2058
DZR5N9PwnmECo9AdqsLEhPW1j7scdsWQdvPLeWgyMBWr5eHA2EuktuFa22jXRXdJaZT1ByFDhwsnVLimsdYNygT,232086,232090,0,2298
4stR9AHENm64z6WEzLQ66iBKESe6gfSgwnGQwxZZpZRb4e5qSJew4jo92vgfANJAEwMmauscjuJYpdzCdUVuH5eQ,232086,232090,6,2287
3yLpgH39XLecE7UA7QruPLz7ZtWij1cTgJSt1tcDLEgGCJSZZpHddmb9jtvm3Ue29FvonW4FZujFbYgTB8SwJgr8,232087,232090,0,2060
46F6S2nM1Fj9rSd1BkjptBs6u8ZmKYHK72jQKM6HME1Rk19H6sYUuzRv7y5tdcpv7aSXs5ajw9e7JN7V3gHf5rV6,232086,232090,0,2358
4eo1RM3HXQYDMnntqEwB9EhJAZgMqKjedCgz7NCaJLFnFSeeq9zjkJCTHak8FXTVXEMgSKiztXAYfVRsxMCbMYY1,232087,232090,0,2039
5xYiW6cVzUxmFixGeQTc2f7QGwyAWPnXDPh1tfhvMrJUPhdUg2u5ewoEMT6HsdsjiLEUquqBBP9oGvE5HpVYKcr9,232087,232090,0,2006
634s2SUXuzPp93JGwopf8ENswCRvfeERDZJZH7Gga9gSaJQ2C8z4zP68UvQKaQFkhMgZ4pdxMurbRyoBfAwiFTew,232086,232090,1,2353
2vuNkK2oBVMyVRZytJaEeGFkotAtcSB3TqfKfPo6WgTkXmxYB43bdLshZk2bRoCUQNmrr89NytfuX2b1JNGQ1AUM,232086,232091,4,2689
3pLYjhNaZCxSyVf4FcrWxjCGEnkzupmPFVppEnG9iZXxnRVGD3VC4umjCMnQfeyNgneAiJJEc5jQ1msksnouLrc,232087,232091,6,2587
3YeHGqTfPkqxhwoJySDrxUnLGSTZjdxp6duFjx34BoKgu82LJfJqsuinraiQDqWZZNzPmfpigD1AZZD5TrfiWooF,232087,232091,7,2528
jCVpiXcKPJvTq2d3FBJq2gqJpjHFetGD1KUNW2q87eLSYp77J9mvDBAfeEuJizVHg6tMnTrkiaF5W7UXNKBYrhc,232086,232091,0,2726
2wypRem366PxJnAQ6hDGxWExPFusEE3vFYjtHJwLyjAUwhpCFoGZA81xARH3hNTHJKfajG3x2rNS4SyhauhwoB3U,232086,232091,0,2735
4BYRsTMANcZQ5h9AJBHkU1FneHZgG2msQsTkXdS2FbNYsgbU9Aa2AeTsDSa1MC7PRTmvjwPGQQHrmkdFfEkdZg67,232086,232091,0,2727
23kFLucdCx9PKqegrdq4ys53AsS3bgLHwrzkVPja2E34SN2ziwu8Fc3g5udEqMaWn1TpP9qC5WjHSUWLUxgEsAVq,232086,232091,0,2734
fTpgCJ7LckYavwyEYvy61RtZs8ZnwEdduMEHuwR8xgmeeNH7Tas1axBiShjMPUyNwSm8EVQHAdxfuQ3Djpauane,232086,232091,7,2870
4tvWn2tCV4BTw16QYjyxL9yFyHuWPabEEccCK1yPPHxcSDxi2cQqecc8vFbeUcbGkjG2gnd3sFJDzX6VSjtpgpeY,232086,232091,1,2842
2ZLb6X3bjg1zY5Lq2xtfx7HTq9RMjs1EzpRThU4qKjFaL85DQoZuPye9FSZBdHpmuS5ZoHvpQ2kjprg9Sua24X62,232086,232091,0,2721
3LCjzcrr36NyMx6pjVHdegkEMvg7QcYfLqTx8r9mwB7ihFyiizjmG9QVNUiS1moR3tSoETcLrufjk3Y2sizxSyNu,232086,232091,0,2759
qT34a6cpcMkvZjqikCHfnkvndk1yYxRnGSVvDxDT2n4TbmXNSuskbeNQJzZD8WoXxX7J87gUkkhePKVyeN4fkZx,232086,232091,15,2877
3ZtmF8yHjQ9J1RvkgwgfjTfEBwiisSbxUtjKtXm25w7UEYcFGKrvh8dgGhkLLQ7UVzfpRsXTD55NiLy4YUU45L7F,232087,232091,0,2482
34Ks4AzY9LgVk24uTpAHqyypcGaSZRoMrumTFptzkv6s1htV85n1ELkeTtN89mF6pm972eo7fyzLho5m8T4t7NYA,232086,232091,6,2651
4NiNpuWtJWGX1sZLDkU7ctAuLDohpG3ZK4XQbU78HubdJ7nGisKDzN3yYpPkTAW1iumjgAY9sNhcZ1aRPH7mERYW,232086,232091,1,2841
5W5AELz5t9x6VU7WEWknsRYKZpg6pzKf3gMvAq57X4PrPT6xhoXXAiMGfSFcCktJbAQLPPpG9UjqHXXpg7iFXbgy,232086,232091,0,2717
4Ln4YduBhraYTkttbfyKN8cZzhktFgeesfRYMciSJqfbg3yB9vwCpTDio5Pb9ZxucnWZGNGLgPdBvX8mKMyjVQft,232087,232091,0,2378
5MmY22eJp6H2mbCsXxgAQpCiK3HyLYFb6Pq3HYoh8WBjQL5UTEmm6jsevPNXT22P2ArVH9StP3vjvcTw2MrrNwzM,232086,232091,0,2740
2AoV7cc4L4mdgjfgubt2BhhiN7ahsK4saGKre4ibVg41ZrpmuqiMTaqzw5APC97HAzvqk2ogeHfcZvMSGgdS2LgL,232086,232091,0,2744
47cfcTB7Rhu4sME4uiz55DFVQZC7ovXMfzbdsLAucrJaPr9yAM3Y5JXs8iwNFCBppQ2ShEZkXVrTEVvGRMqvPUoQ,232086,232091,0,2703
2HBfMkGAn6BPju22kperyScsPKqVgPDR3Mdxg3UNu7fZvLS17GtCjDwAErKVzN1WW9hLysgXqjjxHsU4bUPESxK8,232085,232091,0,3513
4oeuQWSFxuoqRt3h8cjzkepCWsdVz73mP6MKdPQUQumXJ8oGwXnF7tKFEUEUrY5vv1aTS4JjJZNM27ragMNvw5r,232084,232091,0,3662
ABDh4Q1BJXuDEigEKX5rZRECNmkZY2coJjARWBTse4PHX9s6ecv4hWRhRAiwNMzZdVV8JMDj6babUWYsQxQAnMq,232085,232091,0,3352
4N3Es8Ff5AQnNkNeH3UfwmcjymDSuNX4ekeDUUBs3Xki364TDUNDyKv8DNhzaaCBU7Q5xKcaBPyseE3ttFoyPZpq,232084,232091,0,3714
5gREgy8ZEduE3QgqYs8rwmBqC4z8UkWuda1qhv6LG9deMxoryyHD683NgAFWZRKaneMyKNVbx2HTt94XC5dKqMGy,232084,232091,1,3785
zoMFLRaUA5Ks8QL4CBQXTABdcMmZYgACDCjXqFb4kXy8WkCvPJECHBcLCsZJJYFUaf4X9YM6rQRtAyNWk5dv285,232084,232091,0,3689
3h1XwRAnigp4GX3QXB8mNFZJMPAkisdw5racWJojkzsntTPZLiyQrp8PLJGUUkekhrBwBWwMBMVwJKjoGGHnQu19,232084,232091,0,3661
